Dia;Turno;Temperatura_C;Umidade_RH;Maquina
16;Turno 2;11;55,5;RS1-070
16;Turno 2;11,1;55;RS1-070
16;Turno 2;10,8;55,5;RS1-070
16;Turno 2;11,3;56,5;RS1-070
16;Turno 2;11,8;53,5;RS1-070
16;Turno 2;11,4;55;RS1-070
16;Turno 2;10,9;56;RS1-070
16;Turno 2;10,5;58;RS1-070
17;Turno 3;11;55;RS1-070
17;Turno 3;11,2;54;RS1-070
17;Turno 3;11;54;RS1-070
17;Turno 3;11,4;57;RS1-070
17;Turno 3;11;57;RS1-070
17;Turno 3;11,9;55,5;RS1-070
17;Turno 3;11;55,5;RS1-070
17;Turno 3;10,5;59;RS1-070
17;Turno 3;10,7;57;RS1-070
17;Turno 3;12,1;54,5;RS1-070
17;Turno 3;10,8;55,5;RS1-070
17;Turno 3;10,3;58;RS1-070
17;Turno 3;10,9;55,5;RS1-070
17;Turno 3;11,4;53,5;RS1-070
17;Turno 3;11,3;54;RS1-070
17;Turno 1;11,9;57;RS1-070
17;Turno 1;10,6;56,5;RS1-070
17;Turno 1;11,5;55,5;RS1-070
17;Turno 1;11,4;55;RS1-070
17;Turno 1;11,2;57;RS1-070
17;Turno 1;11,7;55;RS1-070
16;Turno 1;11,5;59,5;RS1-080
16;Turno 1;10,2;61;RS1-080
16;Turno 1;10,9;60,5;RS1-080
16;Turno 1;11,3;63;RS1-080
16;Turno 1;10,3;62,5;RS1-080
16;Turno 1;11,9;61;RS1-080
16;Turno 1;10,8;62,5;RS1-080
16;Turno 1;12,2;62,5;RS1-080
16;Turno 1;11,2;60;RS1-080
16;Turno 1;10,7;60,5;RS1-080
16;Turno 2;10,4;61,5;RS1-080
16;Turno 2;10,9;62,5;RS1-080
16;Turno 2;11,4;61;RS1-080
16;Turno 2;10,7;60,5;RS1-080
16;Turno 2;10,4;60,5;RS1-080
16;Turno 2;10,7;61;RS1-080
16;Turno 2;10,9;58,5;RS1-080
16;Turno 2;10,6;58,5;RS1-080
16;Turno 2;11;62;RS1-080
16;Turno 2;10,5;61;RS1-080
16;Turno 2;10,8;58,5;RS1-080
16;Turno 2;10,4;58,5;RS1-080
16;Turno 2;10,7;59;RS1-080
16;Turno 2;11,1;58,5;RS1-080
16;Turno 2;11;59,5;RS1-080
16;Turno 2;10,2;60;RS1-080
16;Turno 2;9,9;61;RS1-080
17;Turno 3;10,6;59,5;RS1-080
17;Turno 3;10,8;57,5;RS1-080
17;Turno 3;10,8;57;RS1-080
17;Turno 3;11;60;RS1-080
17;Turno 3;11,2;59,5;RS1-080
17;Turno 3;12;58,5;RS1-080
17;Turno 3;10,6;59;RS1-080
17;Turno 3;10,2;61,5;RS1-080
17;Turno 3;10,2;62;RS1-080
17;Turno 3;11,8;59;RS1-080
17;Turno 3;10,3;59;RS1-080
17;Turno 3;10,1;60,5;RS1-080
17;Turno 3;10,4;60,5;RS1-080
17;Turno 3;10,9;57,5;RS1-080
17;Turno 3;10,9;57,5;RS1-080
17;Turno 1;11,4;60,5;RS1-080
17;Turno 1;10,6;61;RS1-080
17;Turno 1;10,9;59;RS1-080
17;Turno 1;10,9;59;RS1-080
17;Turno 1;10,8;59,5;RS1-080
17;Turno 1;11,2;60,5;RS1-080
16;Turno 1;10,9;59,5;RS1-090
16;Turno 1;10,2;61;RS1-090
16;Turno 1;10,3;61,5;RS1-090
16;Turno 1;11,1;62,5;RS1-090
16;Turno 1;10,8;59,5;RS1-090
16;Turno 1;11,5;61;RS1-090
16;Turno 1;10,2;63;RS1-090
16;Turno 1;12;62;RS1-090
16;Turno 1;10,3;59;RS1-090
16;Turno 1;9,8;61;RS1-090
16;Turno 2;9,7;62,5;RS1-090
16;Turno 2;10,4;63;RS1-090
16;Turno 2;10,9;62,5;RS1-090
16;Turno 2;10;61;RS1-090
16;Turno 2;9,8;61,5;RS1-090
16;Turno 2;10,2;61,5;RS1-090
16;Turno 2;10,1;59;RS1-090
16;Turno 2;10,1;59;RS1-090
16;Turno 2;10,7;63;RS1-090
16;Turno 2;10,1;61;RS1-090
16;Turno 2;10,2;58,5;RS1-090
16;Turno 2;9,8;59;RS1-090
16;Turno 2;10,1;59,5;RS1-090
16;Turno 2;10,5;59;RS1-090
16;Turno 2;10,4;61;RS1-090
16;Turno 2;9,5;61;RS1-090
16;Turno 2;9,3;62;RS1-090
17;Turno 3;10,1;60;RS1-090
17;Turno 3;9,9;58;RS1-090
17;Turno 3;10;58;RS1-090
17;Turno 3;10,3;62;RS1-090
17;Turno 3;11,2;59,5;RS1-090
17;Turno 3;11,4;58,5;RS1-090
17;Turno 3;9,8;60;RS1-090
17;Turno 3;9,3;62,5;RS1-090
17;Turno 3;9,7;61,5;RS1-090
17;Turno 3;11,2;60;RS1-090
17;Turno 3;9,8;59,5;RS1-090
17;Turno 3;9,3;61,5;RS1-090
17;Turno 3;9,7;61,5;RS1-090
17;Turno 3;10,1;58;RS1-090
17;Turno 3;10,1;58;RS1-090
17;Turno 1;10,8;62;RS1-090
17;Turno 1;10,1;61;RS1-090
17;Turno 1;10,1;59;RS1-090
17;Turno 1;10,2;60;RS1-090
17;Turno 1;10,1;60,5;RS1-090
17;Turno 1;10,7;60,5;RS1-090
16;Turno 1;12,1;57,2;RS1-180
16;Turno 1;11,8;58,3;RS1-180
16;Turno 1;12;57,3;RS1-180
16;Turno 1;12,1;56,5;RS1-180
16;Turno 1;11,9;57,5;RS1-180
16;Turno 1;12;58,5;RS1-180
16;Turno 1;12;59,1;RS1-180
16;Turno 1;11,8;59,5;RS1-180
16;Turno 1;12,1;57,6;RS1-180
16;Turno 1;11,9;56,9;RS1-180
16;Turno 2;11,9;57,3;RS1-180
16;Turno 2;11,9;58,4;RS1-180
16;Turno 2;11,3;58,5;RS1-180
16;Turno 2;11,3;59,1;RS1-180
16;Turno 2;11,3;57,4;RS1-180
16;Turno 2;11,2;57,3;RS1-180
16;Turno 2;11,2;56,8;RS1-180
16;Turno 2;11,7;58;RS1-180
16;Turno 2;11;58;RS1-180
16;Turno 2;10,8;58,2;RS1-180
16;Turno 2;11;56,9;RS1-180
16;Turno 2;11,2;57,3;RS1-180
16;Turno 2;11,5;55,8;RS1-180
16;Turno 2;11,9;55,2;RS1-180
16;Turno 2;10,9;57,6;RS1-180
16;Turno 2;10,8;59,1;RS1-180
16;Turno 2;11;57,3;RS1-180
17;Turno 3;11,4;55,6;RS1-180
17;Turno 3;11,8;54,1;RS1-180
17;Turno 3;11,6;56,7;RS1-180
17;Turno 3;11,9;55;RS1-180
17;Turno 3;11,4;57;RS1-180
17;Turno 3;11,7;55,2;RS1-180
17;Turno 3;11,8;55,6;RS1-180
17;Turno 3;11,5;57;RS1-180
17;Turno 3;11,5;56,8;RS1-180
17;Turno 3;12;54,7;RS1-180
17;Turno 3;11,5;58;RS1-180
17;Turno 3;11,1;57,5;RS1-180
17;Turno 3;11,2;56,9;RS1-180
17;Turno 3;11,9;54,1;RS1-180
17;Turno 3;11,9;55,4;RS1-180
17;Turno 1;11,9;54,8;RS1-180
17;Turno 1;12;55,8;RS1-180
17;Turno 1;12,1;54,1;RS1-180
17;Turno 1;12,2;53,4;RS1-180
17;Turno 1;12,3;54,2;RS1-180
17;Turno 1;12,3;55,6;RS1-180
16;Turno 1;12;57;RS1-190
16;Turno 1;11,4;59;RS1-190
16;Turno 1;11,4;58,9;RS1-190
16;Turno 1;11,9;58,7;RS1-190
16;Turno 1;11,8;58,4;RS1-190
16;Turno 1;12,2;59;RS1-190
16;Turno 1;11,5;60,8;RS1-190
16;Turno 1;12;58,8;RS1-190
16;Turno 1;11,4;58,2;RS1-190
16;Turno 1;0;6,8;RS1-190
16;Turno 2;11,1;59,4;RS1-190
16;Turno 2;11,5;59,1;RS1-190
16;Turno 2;11,5;59,5;RS1-190
16;Turno 2;11,3;58,4;RS1-190
16;Turno 2;11,2;58,7;RS1-190
16;Turno 2;11,1;58,2;RS1-190
16;Turno 2;11,3;56;RS1-190
16;Turno 2;11,3;55,8;RS1-190
16;Turno 2;11,3;59,7;RS1-190
16;Turno 2;10,9;58,4;RS1-190
16;Turno 2;11,1;56,2;RS1-190
16;Turno 2;11,1;56,5;RS1-190
16;Turno 2;11,3;56;RS1-190
16;Turno 2;11,7;54,9;RS1-190
16;Turno 2;11,4;58,4;RS1-190
16;Turno 2;10,6;58;RS1-190
16;Turno 2;10,5;59;RS1-190
17;Turno 3;10,9;56,7;RS1-190
17;Turno 3;11,3;54,5;RS1-190
17;Turno 3;11,3;54,7;RS1-190
17;Turno 3;11,7;57,8;RS1-190
17;Turno 3;11,7;58,6;RS1-190
17;Turno 3;12;57,1;RS1-190
17;Turno 3;11,2;57,8;RS1-190
17;Turno 3;10,8;59,8;RS1-190
17;Turno 3;10,9;58;RS1-190
17;Turno 3;12;57,1;RS1-190
17;Turno 3;10,9;58;RS1-190
17;Turno 3;10,7;58,9;RS1-190
17;Turno 3;10,8;57,3;RS1-190
17;Turno 3;11,4;54,7;RS1-190
17;Turno 3;11,5;54,8;RS1-190
17;Turno 1;11,7;58,6;RS1-190
17;Turno 1;11,3;6,8;RS1-190
17;Turno 1;11,4;56,9;RS1-190
17;Turno 1;11,4;57,6;RS1-190
17;Turno 1;11,4;57,7;RS1-190
17;Turno 1;11,7;56,9;RS1-190
16;Turno 3;11,8;55;RS1-002
16;Turno 1;11,8;55;RS1-002
16;Turno 1;11,8;55;RS1-002
16;Turno 1;11,9;57;RS1-002
16;Turno 1;10,7;58,5;RS1-002
16;Turno 1;10,7;59;RS1-002
16;Turno 1;10,8;59;RS1-002
16;Turno 1;11,3;58,5;RS1-002
16;Turno 1;10,7;59,5;RS1-002
16;Turno 1;10,7;60;RS1-002
16;Turno 1;10,7;60;RS1-002
16;Turno 1;11;59,5;RS1-002
16;Turno 1;10,7;60,5;RS1-002
16;Turno 1;10,8;61;RS1-002
16;Turno 1;10,7;60,5;RS1-002
16;Turno 1;10,8;60;RS1-002
16;Turno 1;10,5;60,5;RS1-002
16;Turno 1;10,5;60;RS1-002
16;Turno 2;10,6;59;RS1-002
16;Turno 2;11,8;59;RS1-002
16;Turno 2;10,4;60;RS1-002
16;Turno 2;10,4;59;RS1-002
16;Turno 2;10,5;58;RS1-002
16;Turno 2;11,5;58;RS1-002
16;Turno 2;11,7;57;RS1-002
16;Turno 2;11,8;55,5;RS1-002
16;Turno 2;11,4;55,5;RS1-002
16;Turno 2;11,6;56,5;RS1-002
16;Turno 2;11,5;56;RS1-002
16;Turno 2;11,4;55;RS1-002
16;Turno 2;11,4;54;RS1-002
16;Turno 2;11,9;54,5;RS1-002
16;Turno 2;10,1;57,5;RS1-002
16;Turno 2;10,1;58;RS1-002
16;Turno 2;10,2;57,5;RS1-002
17;Turno 3;11,3;56,5;RS1-002
17;Turno 3;11,8;55,5;RS1-002
17;Turno 3;11,6;54,5;RS1-002
17;Turno 3;11,8;54,5;RS1-002
17;Turno 3;11,6;56,5;RS1-002
17;Turno 3;11,3;55,5;RS1-002
17;Turno 3;10,4;57,5;RS1-002
17;Turno 3;10,4;57,5;RS1-002
17;Turno 3;11,4;57,5;RS1-002
17;Turno 3;11,8;56,5;RS1-002
17;Turno 3;11,2;56;RS1-002
17;Turno 3;11;56;RS1-002
17;Turno 3;11,3;56,5;RS1-002
17;Turno 3;11,7;56;RS1-002
17;Turno 3;10,5;57;RS1-002
17;Turno 1;10,7;57;RS1-002
17;Turno 1;11,7;57,5;RS1-002
17;Turno 1;11,9;57;RS1-002
17;Turno 1;11,9;55,5;RS1-002
17;Turno 1;11,9;54,5;RS1-002
17;Turno 1;11,5;55,5;RS1-002
16;Turno 3;11,2;57,5;RS1-010
16;Turno 1;11,2;58;RS1-010
16;Turno 1;11,1;58;RS1-010
16;Turno 1;12,1;60;RS1-010
16;Turno 1;11,1;59;RS1-010
16;Turno 1;11;59,5;RS1-010
16;Turno 1;11;59,5;RS1-010
16;Turno 1;12,2;60;RS1-010
16;Turno 1;11,2;60;RS1-010
16;Turno 1;11,1;60;RS1-010
16;Turno 1;11,1;60;RS1-010
16;Turno 1;12,1;60,5;RS1-010
16;Turno 1;11,2;60;RS1-010
16;Turno 1;11,5;61;RS1-010
16;Turno 1;11,1;60,5;RS1-010
16;Turno 1;12;60,5;RS1-010
16;Turno 1;11,7;58,5;RS1-010
16;Turno 1;11,7;57,5;RS1-010
16;Turno 2;11,7;57;RS1-010
16;Turno 2;12,1;59,5;RS1-010
16;Turno 2;11;59;RS1-010
16;Turno 2;10,9;59;RS1-010
16;Turno 2;10,9;59;RS1-010
16;Turno 2;11,4;60,5;RS1-010
16;Turno 2;11,1;59;RS1-010
16;Turno 2;11,1;58,5;RS1-010
16;Turno 2;10,9;58,5;RS1-010
16;Turno 2;11,5;60,5;RS1-010
16;Turno 2;10,8;59;RS1-010
16;Turno 2;10,8;58,5;RS1-010
16;Turno 2;10,9;57,5;RS1-010
16;Turno 2;11,8;58,5;RS1-010
16;Turno 2;10,6;58,5;RS1-010
16;Turno 2;10,6;58,5;RS1-010
16;Turno 2;10,6;58;RS1-010
17;Turno 3;11,5;59,5;RS1-010
17;Turno 3;11,7;57;RS1-010
17;Turno 3;11,5;56,5;RS1-010
17;Turno 3;11,6;56;RS1-010
17;Turno 3;11,4;58,5;RS1-010
17;Turno 3;12;57;RS1-010
17;Turno 3;10,8;58;RS1-010
17;Turno 3;10,9;58;RS1-010
17;Turno 3;10,9;60;RS1-010
17;Turno 3;11,2;58,5;RS1-010
17;Turno 3;10,6;59;RS1-010
17;Turno 3;10,6;59;RS1-010
17;Turno 3;10,8;61;RS1-010
17;Turno 3;11,3;58;RS1-010
17;Turno 3;10,7;58;RS1-010
17;Turno 1;10,8;58,5;RS1-010
17;Turno 1;11;60;RS1-010
17;Turno 1;11,2;59;RS1-010
17;Turno 1;11,2;59;RS1-010
17;Turno 1;11,2;58;RS1-010
17;Turno 1;11,5;59;RS1-010
16;Turno 3;11,8;56;RS1-020
16;Turno 1;11,6;56,5;RS1-020
16;Turno 1;11,7;56,5;RS1-020
16;Turno 1;11,9;58;RS1-020
16;Turno 1;11,5;58;RS1-020
16;Turno 1;11,5;58;RS1-020
16;Turno 1;11,6;58;RS1-020
16;Turno 1;12;58,5;RS1-020
16;Turno 1;11,4;57,5;RS1-020
16;Turno 1;11,2;57,5;RS1-020
16;Turno 1;11,3;57;RS1-020
16;Turno 1;11,7;56,5;RS1-020
16;Turno 1;11,3;56,5;RS1-020
16;Turno 1;11,7;56,5;RS1-020
16;Turno 1;11,3;57;RS1-020
16;Turno 1;11,7;57,5;RS1-020
16;Turno 1;11,7;57;RS1-020
16;Turno 1;11,5;56,5;RS1-020
16;Turno 2;11,5;56;RS1-020
16;Turno 2;12,2;58;RS1-020
16;Turno 2;11,4;58;RS1-020
16;Turno 2;11,1;57,5;RS1-020
16;Turno 2;11;56,5;RS1-020
16;Turno 2;11,1;57,5;RS1-020
16;Turno 2;11,5;57;RS1-020
16;Turno 2;11,4;56,5;RS1-020
16;Turno 2;11,2;56;RS1-020
16;Turno 2;11,2;57;RS1-020
16;Turno 2;11,4;57;RS1-020
16;Turno 2;11,2;56;RS1-020
16;Turno 2;11,3;55;RS1-020
16;Turno 2;11,5;56;RS1-020
16;Turno 2;11;57;RS1-020
16;Turno 2;10,9;57,5;RS1-020
16;Turno 2;10,8;57,5;RS1-020
17;Turno 3;11,2;57;RS1-020
17;Turno 3;11,8;55,5;RS1-020
17;Turno 3;11,4;56;RS1-020
17;Turno 3;11,7;55,5;RS1-020
17;Turno 3;11,3;57;RS1-020
17;Turno 3;12,1;56,5;RS1-020
17;Turno 3;11,1;57;RS1-020
17;Turno 3;11,1;57,5;RS1-020
17;Turno 3;11,2;57,5;RS1-020
17;Turno 3;12;56,5;RS1-020
17;Turno 3;11;58;RS1-020
17;Turno 3;10,8;58;RS1-020
17;Turno 3;10,9;58;RS1-020
17;Turno 3;11,9;56,5;RS1-020
17;Turno 3;11,1;57;RS1-020
17;Turno 1;11,1;57;RS1-020
17;Turno 1;11,4;58;RS1-020
17;Turno 1;11,9;57,5;RS1-020
17;Turno 1;11,7;57;RS1-020
17;Turno 1;11,8;56,5;RS1-020
17;Turno 1;11,9;57;RS1-020
16;Turno 3;12,1;54;RS1-030
16;Turno 1;11,9;54,5;RS1-030
16;Turno 1;12,1;55;RS1-030
16;Turno 1;12;55,5;RS1-030
16;Turno 1;11,9;56;RS1-030
16;Turno 1;11,9;56,5;RS1-030
16;Turno 1;11,6;55,5;RS1-030
16;Turno 1;12;56;RS1-030
16;Turno 1;11,8;57;RS1-030
16;Turno 1;11,8;56;RS1-030
16;Turno 1;11,9;56;RS1-030
16;Turno 1;12;56,5;RS1-030
16;Turno 1;11,7;58;RS1-030
16;Turno 1;11,9;58;RS1-030
16;Turno 1;11,3;58,5;RS1-030
16;Turno 1;11,9;58;RS1-030
16;Turno 1;11,8;57;RS1-030
16;Turno 1;11,8;55,5;RS1-030
16;Turno 2;11,8;55;RS1-030
16;Turno 2;12;57;RS1-030
16;Turno 2;11,6;56,5;RS1-030
16;Turno 2;11,7;54,5;RS1-030
16;Turno 2;11,6;54,5;RS1-030
16;Turno 2;12;54,5;RS1-030
16;Turno 2;11,9;54,5;RS1-030
16;Turno 2;11,9;54,5;RS1-030
16;Turno 2;11,7;54;RS1-030
16;Turno 2;11,8;55;RS1-030
16;Turno 2;11,4;56;RS1-030
16;Turno 2;11,5;53,5;RS1-030
16;Turno 2;11,9;52;RS1-030
16;Turno 2;11,7;54,5;RS1-030
16;Turno 2;10,9;56,5;RS1-030
16;Turno 2;11,2;55;RS1-030
16;Turno 2;11,4;54,5;RS1-030
17;Turno 3;11,5;54,5;RS1-030
17;Turno 3;12;53,5;RS1-030
17;Turno 3;11,1;55,5;RS1-030
17;Turno 3;11,9;53;RS1-030
17;Turno 3;10,9;55,5;RS1-030
17;Turno 3;12,3;54;RS1-030
17;Turno 3;11,6;55,5;RS1-030
17;Turno 3;11,3;55,5;RS1-030
17;Turno 3;11,4;55,5;RS1-030
17;Turno 3;12;55;RS1-030
17;Turno 3;11,4;55,5;RS1-030
17;Turno 3;11,2;55;RS1-030
17;Turno 3;11,1;-1;RS1-030
17;Turno 3;12,1;54;RS1-030
17;Turno 3;11,7;55,5;RS1-030
17;Turno 1;11,7;54,5;RS1-030
17;Turno 1;11,6;55,5;RS1-030
17;Turno 1;12,1;55,5;RS1-030
17;Turno 1;12,1;54;RS1-030
17;Turno 1;12,4;53,5;RS1-030
17;Turno 1;12,1;54,5;RS1-030
16;Turno 3;11,4;56,5;RS1-040
16;Turno 1;11,5;57,5;RS1-040
16;Turno 1;11,7;56,5;RS1-040
16;Turno 1;11,7;57;RS1-040
16;Turno 1;11,6;58,5;RS1-040
16;Turno 1;11,8;58;RS1-040
16;Turno 1;11,7;58;RS1-040
16;Turno 1;12;57,5;RS1-040
16;Turno 1;11;60,5;RS1-040
16;Turno 1;11,6;59;RS1-040
16;Turno 1;11,6;58,5;RS1-040
16;Turno 1;11,5;58,5;RS1-040
16;Turno 1;11,6;60,5;RS1-040
16;Turno 1;11,9;59,5;RS1-040
16;Turno 1;10,5;61;RS1-040
16;Turno 1;11,4;60;RS1-040
16;Turno 1;11,3;60,5;RS1-040
16;Turno 1;11,3;59;RS1-040
16;Turno 2;11,2;59;RS1-040
16;Turno 2;12;58,5;RS1-040
16;Turno 2;10,6;60,5;RS1-040
16;Turno 2;11,3;58,5;RS1-040
16;Turno 2;11,2;57,5;RS1-040
16;Turno 2;11,1;58;RS1-040
16;Turno 2;11,2;57,5;RS1-040
16;Turno 2;11,5;57;RS1-040
16;Turno 2;10,4;58,5;RS1-040
16;Turno 2;10,5;59;RS1-040
16;Turno 2;10,5;57,5;RS1-040
16;Turno 2;10,7;56,5;RS1-040
16;Turno 2;10,8;55,5;RS1-040
16;Turno 2;11,5;56,5;RS1-040
16;Turno 2;10,6;58;RS1-040
16;Turno 2;10,9;58,5;RS1-040
16;Turno 2;10,8;58;RS1-040
17;Turno 3;10,9;57,5;RS1-040
17;Turno 3;11,2;56,5;RS1-040
17;Turno 3;10,9;58;RS1-040
17;Turno 3;11,1;55;RS1-040
17;Turno 3;10,6;57,5;RS1-040
17;Turno 3;11,4;58;RS1-040
17;Turno 3;12,1;56,5;RS1-040
17;Turno 3;10,8;59;RS1-040
17;Turno 3;10,9;58;RS1-040
17;Turno 3;11,2;58;RS1-040
17;Turno 3;11;58,5;RS1-040
17;Turno 3;10,9;58;RS1-040
17;Turno 3;11;57,5;RS1-040
17;Turno 3;11,5;58;RS1-040
17;Turno 3;11,7;57,5;RS1-040
17;Turno 1;11,4;57,5;RS1-040
17;Turno 1;11,6;58;RS1-040
17;Turno 1;11,7;58,5;RS1-040
17;Turno 1;11,7;56,5;RS1-040
17;Turno 1;11,7;55,5;RS1-040
17;Turno 1;12;57;RS1-040
16;Turno 3;12,3;53,5;RS1-050
16;Turno 1;12,3;54;RS1-050
16;Turno 1;12,5;54,5;RS1-050
16;Turno 1;12,3;55,5;RS1-050
16;Turno 1;12,3;55,5;RS1-050
16;Turno 1;12,3;56;RS1-050
16;Turno 1;12,3;56,5;RS1-050
16;Turno 1;12,2;58;RS1-050
16;Turno 1;12;58;RS1-050
16;Turno 1;12,1;58;RS1-050
16;Turno 1;12,2;57,5;RS1-050
16;Turno 1;12,3;57,5;RS1-050
16;Turno 1;12,3;58;RS1-050
16;Turno 1;12,3;59,5;RS1-050
16;Turno 1;11,6;60;RS1-050
16;Turno 1;12,3;58,5;RS1-050
16;Turno 1;12,1;57,5;RS1-050
16;Turno 1;12;57,5;RS1-050
16;Turno 2;11,9;57;RS1-050
16;Turno 2;11,6;58,5;RS1-050
16;Turno 2;10,9;59,5;RS1-050
16;Turno 2;11,7;59,5;RS1-050
16;Turno 2;11;58;RS1-050
16;Turno 2;11;59;RS1-050
16;Turno 2;11,1;58;RS1-050
16;Turno 2;11,9;60,5;RS1-050
16;Turno 2;10,7;59;RS1-050
16;Turno 2;10,5;59,5;RS1-050
16;Turno 2;10,9;58,5;RS1-050
16;Turno 2;11,5;57,5;RS1-050
16;Turno 2;11,6;55,5;RS1-050
16;Turno 2;11,9;56,5;RS1-050
16;Turno 2;10,6;58,5;RS1-050
16;Turno 2;11;60;RS1-050
16;Turno 2;11,3;57;RS1-050
17;Turno 3;11,7;55,5;RS1-050
17;Turno 3;12;54;RS1-050
17;Turno 3;12,1;56;RS1-050
17;Turno 3;12,2;54;RS1-050
17;Turno 3;11,7;56,5;RS1-050
17;Turno 3;12,4;55;RS1-050
17;Turno 3;12,1;55,5;RS1-050
17;Turno 3;11,6;57;RS1-050
17;Turno 3;11,5;57;RS1-050
17;Turno 3;12;55,5;RS1-050
17;Turno 3;11,7;57,5;RS1-050
17;Turno 3;11,4;56,5;RS1-050
17;Turno 3;11,6;56,5;RS1-050
17;Turno 3;12,2;54;RS1-050
17;Turno 3;12,1;55;RS1-050
17;Turno 1;12,2;55;RS1-050
17;Turno 1;12,1;56;RS1-050
17;Turno 1;12,2;55;RS1-050
17;Turno 1;12,4;55;RS1-050
17;Turno 1;12,3;55;RS1-050
17;Turno 1;12,4;56,5;RS1-050
16;Turno 3;11,3;54,5;RS1-060
16;Turno 1;11;56;RS1-060
16;Turno 1;11,4;57;RS1-060
16;Turno 1;11,1;57;RS1-060
16;Turno 1;11,3;56;RS1-060
16;Turno 1;11,2;57;RS1-060
16;Turno 1;11,5;57,5;RS1-060
16;Turno 1;11,2;58,5;RS1-060
16;Turno 1;11,3;58,5;RS1-060
16;Turno 1;11,2;58;RS1-060
16;Turno 1;11,4;58;RS1-060
16;Turno 1;11;58,5;RS1-060
16;Turno 1;11,5;58,5;RS1-060
16;Turno 1;11,5;60;RS1-060
16;Turno 1;11,3;60;RS1-060
16;Turno 1;11,5;58,5;RS1-060
16;Turno 1;10,9;57;RS1-060
16;Turno 1;10,9;57,5;RS1-060
16;Turno 2;10,8;58;RS1-060
16;Turno 2;11;59,5;RS1-060
16;Turno 2;10,7;58;RS1-060
16;Turno 2;10,7;58;RS1-060
16;Turno 2;10,5;58;RS1-060
16;Turno 2;10,4;58,5;RS1-060
16;Turno 2;10,7;57;RS1-060
16;Turno 2;10,6;56,5;RS1-060
16;Turno 2;10,3;58;RS1-060
16;Turno 2;10,1;58;RS1-060
16;Turno 2;10,6;57;RS1-060
16;Turno 2;10,5;56,5;RS1-060
16;Turno 2;10,9;56;RS1-060
16;Turno 2;10,8;56,5;RS1-060
16;Turno 2;10,3;57;RS1-060
16;Turno 2;9,9;57,5;RS1-060
16;Turno 2;10,3;58;RS1-060
17;Turno 3;10,5;56,5;RS1-060
17;Turno 3;10,9;54;RS1-060
17;Turno 3;10,7;55,5;RS1-060
17;Turno 3;11;56,5;RS1-060
17;Turno 3;10,8;57,5;RS1-060
17;Turno 3;11,4;56,5;RS1-060
17;Turno 3;10,6;56,5;RS1-060
17;Turno 3;10,5;58,5;RS1-060
17;Turno 3;10,6;58,5;RS1-060
17;Turno 3;11,2;55,5;RS1-060
17;Turno 3;10,5;56,5;RS1-060
17;Turno 3;10,5;58;RS1-060
17;Turno 3;10,4;57,5;RS1-060
17;Turno 3;10,9;55;RS1-060
17;Turno 3;10,8;56;RS1-060
17;Turno 1;11,2;57;RS1-060
17;Turno 1;10,7;57,5;RS1-060
17;Turno 1;11,1;56;RS1-060
17;Turno 1;11;56;RS1-060
17;Turno 1;11,1;57;RS1-060
17;Turno 1;11,1;57;RS1-060
16;Turno 3;11,6;53,5;RS1-070
16;Turno 1;11,4;54,5;RS1-070
16;Turno 1;12,3;56,5;RS1-070
16;Turno 1;11,2;56;RS1-070
16;Turno 1;11,6;55,5;RS1-070
16;Turno 1;11,4;56;RS1-070
16;Turno 1;11,8;57;RS1-070
16;Turno 1;11,8;55;RS1-070
16;Turno 1;11,3;56,5;RS1-070
16;Turno 1;11,4;57,5;RS1-070
16;Turno 1;11,8;57;RS1-070
16;Turno 1;10,9;57,5;RS1-070
16;Turno 1;11,7;58;RS1-070
16;Turno 1;11,7;58,5;RS1-070
16;Turno 1;12,2;60,5;RS1-070
16;Turno 1;11,6;57;RS1-070
16;Turno 1;11,3;56,5;RS1-070
16;Turno 1;11,1;56,5;RS1-070
16;Turno 2;11;58,5;RS1-070
16;Turno 2;11,7;57;RS1-070
16;Turno 2;11,5;56,5;RS1-070
16;Turno 2;10,9;57,5;RS1-070
16;Turno 2;11;58;RS1-070
16;Turno 2;11,3;55,5;RS1-070
16;Turno 2;11,2;55,5;RS1-070
16;Turno 2;10,9;55,5;RS1-070
16;Turno 2;11,4;58,5;RS1-070
16;Turno 2;11;55,5;RS1-070
16;Turno 2;11,1;55;RS1-070
16;Turno 2;10,8;55,5;RS1-070
16;Turno 2;11,3;56,5;RS1-070
16;Turno 2;11,8;53,5;RS1-070
16;Turno 2;11,4;55;RS1-070
16;Turno 2;10,9;56;RS1-070
16;Turno 2;10,5;58;RS1-070
17;Turno 3;11;55;RS1-070
17;Turno 3;11,2;54;RS1-070
17;Turno 3;11;54;RS1-070
17;Turno 3;11,4;57;RS1-070
17;Turno 3;11;57;RS1-070
17;Turno 3;11,9;55,5;RS1-070
17;Turno 3;11;55,5;RS1-070
17;Turno 3;10,5;59;RS1-070
17;Turno 3;10,7;57;RS1-070
17;Turno 3;12,1;54,5;RS1-070
17;Turno 3;10,8;55,5;RS1-070
17;Turno 3;10,3;58;RS1-070
17;Turno 3;10,9;55,5;RS1-070
17;Turno 3;11,4;53,5;RS1-070
17;Turno 3;11,3;54;RS1-070
17;Turno 1;11,9;57;RS1-070
17;Turno 1;10,6;56,5;RS1-070
17;Turno 1;11,5;55,5;RS1-070
17;Turno 1;11,4;55;RS1-070
17;Turno 1;11,2;57;RS1-070
17;Turno 1;11,7;55;RS1-070
